inchikey,std_smiles,pchembl_DprE1,pchembl_InhA,pchembl_KasA
VCOZBPKLIRBACE-UHFFFAOYSA-N,CC1(c2ccc3c(c2)NC(=O)CO3)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,6.8,,
VCVFDFCFZRXJQH-UHFFFAOYSA-N,Cc1cccc(-c2ccc(Cn3cccc(O)c3=S)cc2)c1,,,5.6
VCWNMPPNMGTFDH-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1ncc2nc(-c3ccncc3)ccc21,,,6.43
VCXXRMRBSJAWIA-KRWDZBQOSA-N,CC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)O,,,4.43
VDBKOOGLFKOROO-JFKVGHNISA-N,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)OC(=O)[C@H](N)C(C)C)C(C)(C)C,,8.4,
VDBKOOGLFKOROO-YQYWCZHNSA-N,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)OC(=O)[C@@H](N)C(C)C)C(C)(C)C,,8.4,
VDEUYMSGMPQMIK-UHFFFAOYSA-N,O=C(NO)c1ccccc1,,,5.72
VDFITTYFVIOUKG-DIKFHFTNSA-N,CCC/C=C/c1c(-c2ccccc2)nnn1[C@@H](Cc1ccccc1)C(=O)NO,,,6.33
VDICYJQVOFOYHC-UHFFFAOYSA-N,O=C(NO)c1cn(C2CCN(C(=O)Cc3ccc4ccccc4c3)CC2)nn1,,,6.0
VDLUORLDWZKKDW-FMIVXFBMSA-N,CC(CNC(=O)c1ccc(/C=C/C(=O)NO)cc1)Oc1no[n+]([O-])c1S(=O)(=O)c1ccccc1,,,6.38
VDWLMDMXGUDBPR-UHFFFAOYSA-N,O=C(NO)c1cccc(CNc2ccccc2)c1,,,5.77
VEAQOZPEFGLUBX-IAPPQJPRSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C(C)C)CC2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,,,5.25
VEDPEVJAYWVUSJ-BNVDZZMOSA-N,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,,,6.99
VEDPEVJAYWVUSJ-FJNFOTEGSA-N,CC(C)[C@H]1NC(=O)[C@]2(C)CSC(=N2)c2csc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,,,6.99
VEJOBLYVGLPABL-UCJNBXIQSA-N,CC(=O)c1ccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)C(O)C[C@H](Cc3ccccc3)NC(=O)COc3c(C)cccc3C)OC2=O)cc1,,7.4,
VEJOBLYVGLPABL-ZYXDSXQBSA-N,CC(=O)c1ccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@@H](O)C[C@H](Cc3ccccc3)NC(=O)COc3c(C)cccc3C)OC2=O)cc1,,7.4,
VENKYRVDNRMBJI-UHFFFAOYSA-N,O=C(NO)c1ccc(CNCc2nc(-c3cccs3)no2)cc1,,,5.08
VESSIZGXFMZXOB-UHFFFAOYSA-N,O=C(CCCCCCCC(=O)NCCCN1c2ccccc2CCc2ccc(Cl)cc21)NO,,,5.97
VEWUPPDYQVYPFZ-UHFFFAOYSA-N,CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCCC(=O)NO)ccc32)c(O)cc1O,,,7.05
VEXIKOBXIPCAHQ-UHFFFAOYSA-N,Cc1ccc2c(c1)C1=NCCCN1C(=S)S2,,,7.24
VFCWWTCOEZADQB-HMUXIDDZSA-N,COc1ccc(S(=O)(=O)N(Cc2ccccc2)C[C@@H](O)[C@H](CC23CC4CC(CC(C4)C2)C3)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)cc1,,8.07,
VFDNTTKLINPKEY-DDUFZYCJSA-N,CC(C)[C@H]1NC(=O)C[C@@H](/C=C/CCCC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC1=O,,,5.52
VFLDPWHFBUODDF-FCXRPNKRSA-N,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,,4.0,4.19
VFNKUAGUHZZXCL-QHCPKHFHSA-N,COc1ccc(NC(=O)[C@H](Cc2ccc(OCC(=O)NO)cc2)NCc2ccccc2)cc1,,,5.93
VFVKMAGFYMKRQA-HSZRJFAPSA-N,O=C(NO)c1ccc(CN2CC(=O)N(Cc3ccccc3)[C@H](Cc3ccccc3)C2=O)cc1,,,6.84
VGDKNUOQFCSMED-GASCZTMLSA-N,CC1(C)CC(=O)Nc2ccc(C(=O)NC[C@H]3CC[C@@H](CCC(=O)NO)CC3)cc21,,,7.62
VGDKNUOQFCSMED-SHTZXODSSA-N,CC1(C)CC(=O)Nc2ccc(C(=O)NC[C@H]3CC[C@H](CCC(=O)NO)CC3)cc21,,,7.55
VGRNFHJXEIFRTK-OUKQBFOZSA-N,CCCNNC(=O)/C=C/c1ccc(CNCCc2c(C)[nH]c3ccccc23)cc1,,,5.76
VGSVFFVVZOEOCR-JCKDLRHPSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@]23CC[C@@H](C)[C@H](C)[C@H]2C2=CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)cc1,,6.43,
VGVFAEMPJQPSNY-NSHDSACASA-N,NCC(=O)N1CC2(C[C@H]1C(=O)NCCCCCC(=O)NO)SCCS2,,,5.89
VHBJRVDXDKAVLL-FOCLMDBBSA-N,O=C(/C=C/c1cccc(-c2nc3ccccc3n2CCCc2ccccc2)c1)NO,,,7.6
VHKFVPTZNVKLMK-UHFFFAOYSA-N,O=C(NO)c1ccc2c(c1)CC(NC(=O)c1ccc(Cl)c(Cl)c1)CN2,,,5.58
VHPRACQBUSQECO-VZLGNUQKSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,,5.23
VHPZKOYUYOCTEE-UHFFFAOYSA-N,O=C1OC(COc2cccc3ccccc23)(c2ccccc2)CC(O)=C1SCc1ccccc1,,6.89,
VIDKIEAXAKFSHN-NYYWCZLTSA-N,COc1ccc(Oc2ccc3nc(/C=C/C(=O)NO)ccc3c2)cc1,,,5.11
VINFAVNHTFQZFB-FOCLMDBBSA-N,Cc1nc(Cc2ccccc2)n(CCc2ccccc2)c1-c1cccc(/C=C/C(=O)NO)c1,,,7.2
VINHTOOQEORVNT-UHFFFAOYSA-N,Cc1nc(N(C)c2ccc(OCCCCC(=O)NO)cc2)c2ccccc2n1,,,5.77
VIOAAFDAFWLLHS-QWZYCTBNSA-N,CNC(=O)[C@@H](NC(=O)[C@@](O)(CCCN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)Cc1ccccc1)C(C)(C)C,,8.2,
VJAWZUKMVFTWJE-RMKQBHKMSA-N,C=C1C(=O)N(C)[C@H](C)[C@H](O)N1C(=O)/C=C/C=C\[C@@H](CO)[C@H](O)[C@H](C)CCC,,,6.05
VJBPYGRYDDJVLX-UHFFFAOYSA-N,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCC(=O)NO)no2)cc1,,,5.44
VJNOAOVMGNCSPJ-ZCTPSQTASA-N,CC1=CC[C@H]([C@@H](C)[C@H]2CC[C@@]3(C)C4=C(C=C5C=CC(=O)OC(C)(C)[C@@H]5CC4)CC[C@]23C)OC1=O,,4.76,
VJOWBKPHTIESDA-UHFFFAOYSA-N,O=C(CC1COCCO1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,,,5.7
VJUMZYLREUMKCS-QBBNIFMNSA-N,Cc1c(O)cccc1C(=O)N[C@@H](Cc1cc(-c2ccccc2)cs1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,,8.22,
VKABFVCWLNMLRQ-UHFFFAOYSA-N,Nc1ccccc1NC(=O)c1ccc(NC(=O)Cc2ccccc2)cn1,,,4.11
VKCODLXVAGRWAT-UHFFFAOYSA-N,O=C(NC(=O)c1ccsc1NC(=O)c1nc2ccccc2s1)OC1CCC1,4.73,,
VKCRECLCBLZMRC-UHFFFAOYSA-N,O=C(CCCCCCc1nc(-c2ccc([N+](=O)[O-])cc2)no1)NO,,,5.59
VKEBHJZREIEUDJ-FPYGCLRLSA-N,O=C(/C=C/c1ccc(NS(=O)(=O)c2ccc(Cl)cc2Cl)cc1)NO,,,6.52
VKIRCTZZWNSTQN-KRWDZBQOSA-N,CS(=O)(=O)N[C@@H](Cc1ccc(OCCc2ccccc2)cc1)C(=O)NO,,,5.02
VKPWNCIKBOEMOP-UHFFFAOYSA-N,O=C(NO)c1ccc(Cn2c(=O)n(CCc3ccccc3)c(=O)c3ccsc32)cc1,,,6.77
VKQGGQPMYHNXSL-OAQYLSRUSA-N,CC1=N[C@H](CC(C)C)C(=O)N(CC(=O)NCCc2ccccc2)c2cc(C(=O)O)ccc21,,4.12,
VKRUXLIIQYTIAA-UHFFFAOYSA-N,Fc1cccc2c1SC(=S)N1CCN=C21,,,5.17
VKSMOUZOXZTHNT-UHFFFAOYSA-N,Cc1n[nH]c2cc(CN3C(=O)N(Cc4cccc(N)c4)C(Cc4ccccc4)C(O)C3CCc3ccccc3)ccc12,,9.89,
VKUOFKVSMACZNU-UHFFFAOYSA-N,Cc1ncc(C(=O)N(Cc2ccc(-c3noc(C(F)(F)F)n3)cn2)c2cccc(F)c2)cn1,,,5.48
VKWCRUROUCJUAM-UHFFFAOYSA-N,CC(C)(C)c1ccc(C2c3ccccc3CCN2CCC(=O)NO)cc1,,,6.32
VKWWYGCSBSZOAJ-UHFFFAOYSA-N,CNC(=O)c1ccccc1NCc1ccc(-c2noc(C(F)(F)F)n2)cn1,,,5.6
VKXSZJZRNLSGTM-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(N2CCC(Nc3ccc(C(=O)NO)cc3)C2=O)cc1,,,6.92
VLBQAJZSHGGUBQ-UHFFFAOYSA-N,CCc1nc2ccc(Cc3ccc(C(=O)NO)cc3)cc2c(=O)n1CCc1ccccc1,,,7.0
VLCQEDLNVOGCBZ-BUVRLJJBSA-N,O=C1NC(=O)/C(=C\c2ccc(OCC(=O)N3N=C(c4ccccc4)CC3c3ccccc3)cc2)S1,,,4.7
VLCXJLKMJMKPJC-ZHACJKMWSA-N,CN(CCc1ccccc1)S(=O)(=O)c1cccc(/C=C/C(=O)NO)c1,,,6.82
VLIUIBXPEDFJRF-UHFFFAOYSA-N,O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1)NO,,,6.86
VLJAVCKTTLIBDT-UHFFFAOYSA-N,O=C(NO)c1ccc(Cn2sc3ncccc3c2=O)cc1,,,7.57
VLMFJLCDTHAPTK-UHFFFAOYSA-N,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(=O)(=O)NCCCCCCC(=O)NO)cc2)cc1,,,6.38
VLVWOOARVSTVJJ-UHFFFAOYSA-N,O=CN(O)CCCCCNC(=O)CCc1ccccc1,,,5.01
VMKIEYANYDWYSU-UHFFFAOYSA-N,Cc1ccc2c(=O)n(CCc3ccccc3)c(=O)n(Cc3ccc(C(=O)NO)cc3)c2c1,,,5.6
VMQQQDASRBNCNM-UHFFFAOYSA-N,O=C(N1CCOCC1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cc1)c1cccc(C(F)(F)F)c1,,,5.64
VMWGQRJJRHORGQ-FTJBHMTQSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccc(C)nc3cc2OC)o1,,,4.7
VMZCYEIFPYFOHZ-UHFFFAOYSA-N,CC1(c2ccc(C#N)cc2)NC(=O)N(CC(=O)c2ccc(F)c(C(F)(F)F)c2)C1=O,6.4,,
VNDKSSOLKIUTSX-UHFFFAOYSA-N,Nc1ccccc1NC(=O)c1cnc(NCc2ccccc2)cn1,,,5.31
VNFKTHQLIBPFNF-UHFFFAOYSA-N,CCCCN(Cc1ccc(C(=O)NO)cc1)C(=O)CCCCn1cc(COc2cccc(Cc3cnc(NC(=O)CSc4nc(C)cc(C)n4)s3)c2)nn1,,,5.53
VNGOZVZZWPXUPI-VOTSOKGWSA-N,O=C(/C=C/C1CCN(Cc2ccccc2)CC1)NO,,,5.6
VNQHKBYANKJVHF-UHFFFAOYSA-N,O=C(NO)c1ccc(CNCc2nc(-c3ccccc3)no2)cc1,,,6.7
VNRCXPZNHIIBGH-UHFFFAOYSA-N,O=C(NO)c1ccc(NC(=O)C2(c3ccc4ccccc4c3)CCOCC2)cc1,,,7.36
VNUDPWOIFKGARQ-DQEYMECFSA-N,COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)[C@@H](N)Cc2ccc(O)cc2)cc1,,,6.2
VNXTXEWWUBRVQD-IAPPQJPRSA-N,CCCN1CCC2(CC1)C[C@@H]2C(=O)N[C@@H](CCCCCC(=O)CC)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,,,5.69
VNXXMAPPPSLNKD-UHFFFAOYSA-N,O=C(C1CCS(=O)(=O)CC1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1ccccc1C(F)(F)F,,,5.04
VNYHZCDQEGSNIJ-UHFFFAOYSA-N,COC(=O)N1CC(=O)N(Cc2ccc(-c3noc(C(F)(F)F)n3)cn2)c2ccccc21,,,5.85
VOCDSBICNVNLPX-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1cc2cccc(C#CC3CC3)c2n1,,,6.43
VOCUPJYYWCXUPO-RSXGOPAZSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2ccc3nc(OC)ccc3c2)[nH]1,,,5.08
VOEOOFNJUQOVBS-NGCAANIMSA-N,COC(=O)N[C@H](C(=O)N[C@H](CO)CCC[C@@H](CO)N(CCC(C)C)S(=O)(=O)c1ccc(N)cc1)C(c1ccccc1)c1ccccc1,,10.89,
VOLJUDGKGGWKBS-UHFFFAOYSA-N,O=C(NO)c1ccc(Cn2c(=O)n(CCc3cccs3)c(=O)c3ccccc32)cc1,,,6.54
VOPDXHFYDJAYNS-UHFFFAOYSA-N,Cc1ccc(C(=O)NCCCCCC(=O)Nc2ccccc2N)cc1,,,4.97
VOTFFEJKMWROIZ-HEBDHDDMSA-N,COC(=O)[C@@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,,4.43,
VOTFFEJKMWROIZ-YEHKYMHWSA-N,COC(=O)[C@H](NC(=O)[C@]12CCC(C)(C)C[C@@H]1C1=CC[C@@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(C)C,,4.38,
VOUHRLHOOMWSAJ-UHFFFAOYSA-N,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2nc3ccccc3s2)C1=O,6.7,,
VOVSNEYMNXWWIJ-OIDHKYIRSA-N,CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc(C(=O)N(C)C2CCCCC2)c1,,6.7,
VOXHDCXFXXBRDV-ONEGZZNKSA-N,C#Cc1nc(/C=C/C(=O)NO)cs1,,,5.75
VOZMMIFGJRFSNT-ZHACJKMWSA-N,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(N)=O)cc1,,,4.66
VPDUBWDFZONVMY-BOSLPAGOSA-N,Cc1cn([C@H]2C[C@H](n3cc(CNCC(=O)N(Cc4ccccc4)Cc4cc5cc(Br)ccc5oc4=O)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,,4.49,
VPICCIRRZLVFBP-BJKOFHAPSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(CO)c(=O)[nH]c1=O)S(=O)(=O)c1ccc(N)cc1,,6.62,
VPMDNWPRBGYKSB-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1nc2ccc(-c3cccnc3)cc2c1C#CC1CC1,,,6.9
VPNDNCYGWBYJFG-UHFFFAOYSA-N,O=C(CCN1CCc2ccccc2C1c1cccc(C(F)(F)F)c1)NO,,,6.47
VPPFVJQPLWFTFT-UHFFFAOYSA-N,O=C(CCCCCCC(=O)Nc1ccc(-c2cn(Cc3ccccc3)nn2)cc1)NO,,,5.4
VPSBSBHMOGBXFD-UHFFFAOYSA-N,O=C(Nc1ccc2c(c1)N(Cc1ccc(C(=O)NO)cc1)CC2)Nc1ccc(Cl)c(C(F)(F)F)c1,,,5.77
VPTVCYOEECUFBP-UHFFFAOYSA-N,Nc1nc2cc(-c3nn(CC4CCN(c5ncc(C(=O)NO)cn5)CC4)c4ncnc(N)c34)ccc2o1,,,7.57
VQBUDIYKWGNSKL-UHFFFAOYSA-N,O=C(NC1CCOCC1)c1cccc2cn(C(Cc3ccccc3)C(=O)NO)nc12,,,6.9
VQGLKKSBCFCIDG-ZDUSSCGKSA-N,O=C(OCCOCCCl)[C@@H]1CCC(=O)N1c1ccc(-c2noc(C(F)(F)F)n2)c(F)c1,,,6.96
VQJRTEVQTRPYMF-XZOQPEGZSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(F)c(=O)[nH]c1=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,,7.56,
VQLQZMGNGMOMPU-UHFFFAOYSA-N,O=C(CCCCCNC(=O)NC(=O)c1ccccc1)NO,,,6.41
VRCISKXGOJIFET-QHCPKHFHSA-N,COc1ccc(NC(=O)[C@@H]2Cc3ccc(OCC(=O)NO)cc3CN2C(=O)c2ccccc2)cc1,,,6.79
VRIACVNCRMFMHQ-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(C(=O)NCCCCCCCC(=O)NO)CC4)cc3)n2)cc1,,,6.24
VRJSOFUCSUZZQG-UHFFFAOYSA-N,O=C(N1CCOCC1)N(Cc1ccc(-c2noc(C(F)(F)F)n2)cn1)c1cccc(C(F)(F)F)c1,,,5.0
VRPYTXIQAZYPAK-URLMMPGGSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC2COCCN(C)CCOC2)cc1,,7.72,
VRQNZVYVUWVUJZ-BDAFMJFTSA-N,COC(=O)N[C@H](C(=O)NN(CC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(-c2ccc(NC(C)=O)cc2)cc1)C(C)(C)C,,8.74,
VRSJEFDOTBQXQY-OAHLLOKOSA-N,N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)NCc1ccccc1,,,5.37
VRSZQZBCURLPDK-JBOQNHBVSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(S(C)(=O)=O)c3)C(=O)O2)cc1,,10.31,
VRXKJSSHQDYGLZ-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)n1ncc2c(-c3ccncc3)nccc21,,,6.9
VRYZCEONIWEUAV-UHFFFAOYSA-N,Cc1cc(C)cc(C(=O)NOCCCCCC(=O)NO)c1,,,5.605
VSAHBFJLXQQAMR-UHFFFAOYSA-N,CS(=O)(=O)c1cc([N+](=O)[O-])c2sc(N3CCN(CC4CCC(F)(F)CC4)CC3)nc(=O)c2c1,5.96,,
VSDQIPZOWJKAEG-UHFFFAOYSA-N,Cc1ccc(C(=O)NO)cc1NC1CCCCC1,,,6.98
VSHFAZBXGXHGQO-BTDFZRAWSA-N,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(=O)NO)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1,,,6.89
VSJXEJIQQOXXRQ-RSXGOPAZSA-N,CCC(=O)CCCCC[C@H](NC(=O)[C@H]1CC12CCN(C)CC2)c1ncc(-c2cc3ccccc3nc2OC)o1,,,4.66
VSJXQFGCNREVDO-UHFVGQSGSA-N,CN1C(=O)CNC(=O)/C1=C/c1ccc(N(C)C)c(/C=C/C(=O)NO)c1,,,6.14
VSQFNTOUYWWNJN-UHFFFAOYSA-N,N#Cc1ccc(-c2cn(CCCCCn3cccc(O)c3=S)nn2)cc1,,,5.83
VSRRZSNVPQPAFD-ARKBFRDHSA-N,COc1ccccc1C(=O)N[C@H](COc1cccc(/C=C/C(=O)NO)c1)Cc1c[nH]c2ccccc12,,,7.06
VSTPVGPTBHNWOT-UHFFFAOYSA-N,O=C1CC(c2ccccc2)CC2=C1C(c1ccccc1)N(C(=O)C(=O)N1c3ccccc3NC3=C(C(=O)CC(c4ccccc4)C3)C1c1ccccc1)c1ccccc1N2,,7.22,
VSVDNXSUROYWOP-UHFFFAOYSA-N,O=C(CCCCCC(c1c[nH]c2ccc([N+](=O)[O-])cc12)c1c[nH]c2ccc([N+](=O)[O-])cc12)NO,,,6.22
VTBXWEPRIMCAEM-MUUNZHRXSA-N,CC1=N[C@H](Cc2ccccc2)C(=O)N(Cc2ccc(C3CCCCC3)cc2)c2cc(C(=O)O)ccc21,,4.14,
VTBXWEPRIMCAEM-NDEPHWFRSA-N,CC1=N[C@@H](Cc2ccccc2)C(=O)N(Cc2ccc(C3CCCCC3)cc2)c2cc(C(=O)O)ccc21,,4.33,
VTCMXYXSCZKKKB-WDJPJFJCSA-N,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)S(=O)(=O)c1ccc2ncsc2c1,,9.61,
VTDJWTMUBIREHK-UHFFFAOYSA-N,O=C(NO)c1ccc2nc(-c3cccc4cccnc34)sc2c1,,,6.5
VTMANGSSSJUYIW-JNSABCDYSA-N,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1=O)S(=O)(=O)c1ccc(OC)cc1,,7.46,
VTRGFHYHEAEHGS-UHFFFAOYSA-N,NCc1ccc(NC(=O)N(CCCCO)Cc2ccc(C(=O)NO)cc2)cc1,,,6.3
VTVJPXWTXILBGK-UHFFFAOYSA-N,O=C(CCCCCCCS)Nc1ccccc1,,,5.95
VTVPRSVAUKGLSS-UHFFFAOYSA-N,CC(C)(C)c1ccc(NS(=O)(=O)c2ccc(C(=O)NO)cc2)cc1,,,8.03
VTZNCZMXJPQUPZ-UHFFFAOYSA-N,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)cn(Cc3ccc(C(=O)NO)cc3)c2c1,,,6.41
VUALYNHSKFMOKH-UHFFFAOYSA-N,O=C(CCCCc1ccn(Cc2ccc(-n3ccc4ccccc43)cc2)n1)NO,,,5.31
VUESUWSIZHBRFK-SHZYLCPASA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,,5.32
VUFRXHJJMSSJCH-XZOQPEGZSA-N,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)Cn1cc(F)c(=O)[nH]c1=O)S(=O)(=O)c1ccc(N)cc1,,7.79,
VUGASJSHDNPVJL-VSNHDWAHSA-N,CC1(C)CCC[C@](C)([C@H]2CC[C@]3(C)[C@@H]2C(=O)C[C@@H]2[C@@]4(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]4CC[C@]23C)O1,,5.19,
VUKKXPFJYIYQBL-IRCLVBRUSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)Cc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc3)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,,,5.4
VUKKXPFJYIYQBL-LRGAVCQXSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](O)[C@@H](C)O2)[C@@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@@H](N(C)Cc3ccc(-c4cn(CCCCCC(=O)NO)nn4)cc3)[C@@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H](O)[C@]1(C)O,,,5.93
VUMRRFVETKMDHN-QPNVDGBVSA-N,CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H](C)C(=O)OC)S(=O)(=O)c1ccc2ncsc2c1,,8.86,
VUSUYRYQWVAXMK-ATVLPVODSA-N,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H]1CN(c2ccccc2)C(=O)O1)O[C@@H]1CCOC1,,5.75,
VUSUYRYQWVAXMK-PGXNPWTNSA-N,O=C(N[C@@H](Cc1ccccc1)C(O)C[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccccc2)C(=O)O1)OC1CCOC1,,5.75,
VUYOYAHDFFNJMT-UHFFFAOYSA-N,O=C(NO)c1ccc2c(c1)CC(Nc1nccc(-c3ccc(Cl)cc3Cl)n1)CC2,,,5.82
VUYPJDFAKYXJEV-WESAGZJESA-N,O=C1N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1,,10.3,
VVHQQGOWTYZSET-LMYWVELGSA-N,COc1ccc(NC(C)=O)cc1C(=O)NNC(=O)[C@@H](NC(=O)CCCOc1ccc2cc(NCC3COC(C)(C)O3)c(OCCCC(=O)N[C@H](C(=O)NNC(=O)c3cc(NC(C)=O)ccc3OC)C(C)C)cc2c1)C(C)C,,5.57,
VVKDKOMJDFZAIT-BVYCBKJFSA-N,C[C@@H]1Cc2ccccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,,6.0,
VVKDKOMJDFZAIT-YUXAGFNASA-N,C[C@H]1Cc2ccccc2S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)C1,,7.54,
VVNAEAFKGGXNLI-BTDFZRAWSA-N,CC(C)C[C@H]1CC(=O)N[C@@H](C)C(=O)N[C@@H](CCCCCC(N)=O)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N1,,,5.57
